# Origin
-194,95,0

# DataFormat
1

# PlatformNumber
1

# DataKind
wind [m/s]

# FlagLocationFixed
1

# Data
0.0,-5.0,0.0,12.8533,-12.8533,0.0579
0.0,-5.0,1.0,12.8533,-12.8533,0.0579
0.0,-5.0,2.0,12.8533,-12.8533,0.0579
0.0,-5.0,3.0,12.8533,-12.8533,0.0579
0.0,-5.0,4.0,12.8533,-12.8533,0.0579
0.0,-5.0,5.0,12.8533,-12.8533,0.0579
0.0,-5.0,6.0,12.8533,-12.8533,0.0579
0.0,-5.0,7.0,12.8533,-12.8533,0.0579
0.0,-5.0,8.0,12.8533,-12.8533,0.0579
0.0,-5.0,9.0,12.8533,-12.8533,0.0579
0.0,-5.0,10.0,12.8533,-12.8533,0.0579
0.0,-4.0,0.0,13.4319,-16.7899,0.1784
0.0,-4.0,1.0,13.4319,-16.7899,0.1784
0.0,-4.0,2.0,13.4319,-16.7899,0.1784
0.0,-4.0,3.0,13.4319,-16.7899,0.1784
0.0,-4.0,4.0,13.4319,-16.7899,0.1784
0.0,-4.0,5.0,13.4319,-16.7899,0.1784
0.0,-4.0,6.0,13.4319,-16.7899,0.1784
0.0,-4.0,7.0,13.4319,-16.7899,0.1784
0.0,-4.0,8.0,13.4319,-16.7899,0.1784
0.0,-4.0,9.0,13.4319,-16.7899,0.1784
0.0,-4.0,10.0,13.4319,-16.7899,0.1784
0.0,-3.0,0.0,12.6647,-21.1079,0.4279
0.0,-3.0,1.0,12.6647,-21.1079,0.4279
0.0,-3.0,2.0,12.6647,-21.1079,0.4279
0.0,-3.0,3.0,12.6647,-21.1079,0.4279
0.0,-3.0,4.0,12.6647,-21.1079,0.4279
0.0,-3.0,5.0,12.6647,-21.1079,0.4279
0.0,-3.0,6.0,12.6647,-21.1079,0.4279
0.0,-3.0,7.0,12.6647,-21.1079,0.4279
0.0,-3.0,8.0,12.6647,-21.1079,0.4279
0.0,-3.0,9.0,12.6647,-21.1079,0.4279
0.0,-3.0,10.0,12.6647,-21.1079,0.4279
0.0,-2.0,0.0,10.0913,-25.2282,0.7995
0.0,-2.0,1.0,10.0913,-25.2282,0.7995
0.0,-2.0,2.0,10.0913,-25.2282,0.7995
0.0,-2.0,3.0,10.0913,-25.2282,0.7995
0.0,-2.0,4.0,10.0913,-25.2282,0.7995
0.0,-2.0,5.0,10.0913,-25.2282,0.7995
0.0,-2.0,6.0,10.0913,-25.2282,0.7995
0.0,-2.0,7.0,10.0913,-25.2282,0.7995
0.0,-2.0,8.0,10.0913,-25.2282,0.7995
0.0,-2.0,9.0,10.0913,-25.2282,0.7995
0.0,-2.0,10.0,10.0913,-25.2282,0.7995
0.0,-1.0,0.0,5.6575,-28.2875,1.1632
0.0,-1.0,1.0,5.6575,-28.2875,1.1632
0.0,-1.0,2.0,5.6575,-28.2875,1.1632
0.0,-1.0,3.0,5.6575,-28.2875,1.1632
0.0,-1.0,4.0,5.6575,-28.2875,1.1632
0.0,-1.0,5.0,5.6575,-28.2875,1.1632
0.0,-1.0,6.0,5.6575,-28.2875,1.1632
0.0,-1.0,7.0,5.6575,-28.2875,1.1632
0.0,-1.0,8.0,5.6575,-28.2875,1.1632
0.0,-1.0,9.0,5.6575,-28.2875,1.1632
0.0,-1.0,10.0,5.6575,-28.2875,1.1632
0.0,0.0,0.0,0.0000,-29.4304,1.3181
0.0,0.0,1.0,0.0000,-29.4304,1.3181
0.0,0.0,2.0,0.0000,-29.4304,1.3181
0.0,0.0,3.0,0.0000,-29.4304,1.3181
0.0,0.0,4.0,0.0000,-29.4304,1.3181
0.0,0.0,5.0,0.0000,-29.4304,1.3181
0.0,0.0,6.0,0.0000,-29.4304,1.3181
0.0,0.0,7.0,0.0000,-29.4304,1.3181
0.0,0.0,8.0,0.0000,-29.4304,1.3181
0.0,0.0,9.0,0.0000,-29.4304,1.3181
0.0,0.0,10.0,0.0000,-29.4304,1.3181
0.0,1.0,0.0,-5.6575,-28.2875,1.1632
0.0,1.0,1.0,-5.6575,-28.2875,1.1632
0.0,1.0,2.0,-5.6575,-28.2875,1.1632
0.0,1.0,3.0,-5.6575,-28.2875,1.1632
0.0,1.0,4.0,-5.6575,-28.2875,1.1632
0.0,1.0,5.0,-5.6575,-28.2875,1.1632
0.0,1.0,6.0,-5.6575,-28.2875,1.1632
0.0,1.0,7.0,-5.6575,-28.2875,1.1632
0.0,1.0,8.0,-5.6575,-28.2875,1.1632
0.0,1.0,9.0,-5.6575,-28.2875,1.1632
0.0,1.0,10.0,-5.6575,-28.2875,1.1632
0.0,2.0,0.0,-10.0913,-25.2282,0.7995
0.0,2.0,1.0,-10.0913,-25.2282,0.7995
0.0,2.0,2.0,-10.0913,-25.2282,0.7995
0.0,2.0,3.0,-10.0913,-25.2282,0.7995
0.0,2.0,4.0,-10.0913,-25.2282,0.7995
0.0,2.0,5.0,-10.0913,-25.2282,0.7995
0.0,2.0,6.0,-10.0913,-25.2282,0.7995
0.0,2.0,7.0,-10.0913,-25.2282,0.7995
0.0,2.0,8.0,-10.0913,-25.2282,0.7995
0.0,2.0,9.0,-10.0913,-25.2282,0.7995
0.0,2.0,10.0,-10.0913,-25.2282,0.7995
0.0,3.0,0.0,-12.6647,-21.1079,0.4279
0.0,3.0,1.0,-12.6647,-21.1079,0.4279
0.0,3.0,2.0,-12.6647,-21.1079,0.4279
0.0,3.0,3.0,-12.6647,-21.1079,0.4279
0.0,3.0,4.0,-12.6647,-21.1079,0.4279
0.0,3.0,5.0,-12.6647,-21.1079,0.4279
0.0,3.0,6.0,-12.6647,-21.1079,0.4279
0.0,3.0,7.0,-12.6647,-21.1079,0.4279
0.0,3.0,8.0,-12.6647,-21.1079,0.4279
0.0,3.0,9.0,-12.6647,-21.1079,0.4279
0.0,3.0,10.0,-12.6647,-21.1079,0.4279
0.0,4.0,0.0,-13.4319,-16.7899,0.1784
0.0,4.0,1.0,-13.4319,-16.7899,0.1784
0.0,4.0,2.0,-13.4319,-16.7899,0.1784
0.0,4.0,3.0,-13.4319,-16.7899,0.1784
0.0,4.0,4.0,-13.4319,-16.7899,0.1784
0.0,4.0,5.0,-13.4319,-16.7899,0.1784
0.0,4.0,6.0,-13.4319,-16.7899,0.1784
0.0,4.0,7.0,-13.4319,-16.7899,0.1784
0.0,4.0,8.0,-13.4319,-16.7899,0.1784
0.0,4.0,9.0,-13.4319,-16.7899,0.1784
0.0,4.0,10.0,-13.4319,-16.7899,0.1784
0.0,5.0,0.0,-12.8533,-12.8533,0.0579
0.0,5.0,1.0,-12.8533,-12.8533,0.0579
0.0,5.0,2.0,-12.8533,-12.8533,0.0579
0.0,5.0,3.0,-12.8533,-12.8533,0.0579
0.0,5.0,4.0,-12.8533,-12.8533,0.0579
0.0,5.0,5.0,-12.8533,-12.8533,0.0579
0.0,5.0,6.0,-12.8533,-12.8533,0.0579
0.0,5.0,7.0,-12.8533,-12.8533,0.0579
0.0,5.0,8.0,-12.8533,-12.8533,0.0579
0.0,5.0,9.0,-12.8533,-12.8533,0.0579
0.0,5.0,10.0,-12.8533,-12.8533,0.0579
1.0,-5.0,0.0,16.7899,-13.4319,0.1784
1.0,-5.0,1.0,16.7899,-13.4319,0.1784
1.0,-5.0,2.0,16.7899,-13.4319,0.1784
1.0,-5.0,3.0,16.7899,-13.4319,0.1784
1.0,-5.0,4.0,16.7899,-13.4319,0.1784
1.0,-5.0,5.0,16.7899,-13.4319,0.1784
1.0,-5.0,6.0,16.7899,-13.4319,0.1784
1.0,-5.0,7.0,16.7899,-13.4319,0.1784
1.0,-5.0,8.0,16.7899,-13.4319,0.1784
1.0,-5.0,9.0,16.7899,-13.4319,0.1784
1.0,-5.0,10.0,16.7899,-13.4319,0.1784
1.0,-4.0,0.0,18.1042,-18.1042,0.5495
1.0,-4.0,1.0,18.1042,-18.1042,0.5495
1.0,-4.0,2.0,18.1042,-18.1042,0.5495
1.0,-4.0,3.0,18.1042,-18.1042,0.5495
1.0,-4.0,4.0,18.1042,-18.1042,0.5495
1.0,-4.0,5.0,18.1042,-18.1042,0.5495
1.0,-4.0,6.0,18.1042,-18.1042,0.5495
1.0,-4.0,7.0,18.1042,-18.1042,0.5495
1.0,-4.0,8.0,18.1042,-18.1042,0.5495
1.0,-4.0,9.0,18.1042,-18.1042,0.5495
1.0,-4.0,10.0,18.1042,-18.1042,0.5495
1.0,-3.0,0.0,17.6582,-23.5443,1.3181
1.0,-3.0,1.0,17.6582,-23.5443,1.3181
1.0,-3.0,2.0,17.6582,-23.5443,1.3181
1.0,-3.0,3.0,17.6582,-23.5443,1.3181
1.0,-3.0,4.0,17.6582,-23.5443,1.3181
1.0,-3.0,5.0,17.6582,-23.5443,1.3181
1.0,-3.0,6.0,17.6582,-23.5443,1.3181
1.0,-3.0,7.0,17.6582,-23.5443,1.3181
1.0,-3.0,8.0,17.6582,-23.5443,1.3181
1.0,-3.0,9.0,17.6582,-23.5443,1.3181
1.0,-3.0,10.0,17.6582,-23.5443,1.3181
1.0,-2.0,0.0,14.5397,-29.0794,2.4625
1.0,-2.0,1.0,14.5397,-29.0794,2.4625
1.0,-2.0,2.0,14.5397,-29.0794,2.4625
1.0,-2.0,3.0,14.5397,-29.0794,2.4625
1.0,-2.0,4.0,14.5397,-29.0794,2.4625
1.0,-2.0,5.0,14.5397,-29.0794,2.4625
1.0,-2.0,6.0,14.5397,-29.0794,2.4625
1.0,-2.0,7.0,14.5397,-29.0794,2.4625
1.0,-2.0,8.0,14.5397,-29.0794,2.4625
1.0,-2.0,9.0,14.5397,-29.0794,2.4625
1.0,-2.0,10.0,14.5397,-29.0794,2.4625
1.0,-1.0,0.0,8.3591,-33.4363,3.5830
1.0,-1.0,1.0,8.3591,-33.4363,3.5830
1.0,-1.0,2.0,8.3591,-33.4363,3.5830
1.0,-1.0,3.0,8.3591,-33.4363,3.5830
1.0,-1.0,4.0,8.3591,-33.4363,3.5830
1.0,-1.0,5.0,8.3591,-33.4363,3.5830
1.0,-1.0,6.0,8.3591,-33.4363,3.5830
1.0,-1.0,7.0,8.3591,-33.4363,3.5830
1.0,-1.0,8.0,8.3591,-33.4363,3.5830
1.0,-1.0,9.0,8.3591,-33.4363,3.5830
1.0,-1.0,10.0,8.3591,-33.4363,3.5830
1.0,0.0,0.0,0.0000,-35.1239,4.0601
1.0,0.0,1.0,0.0000,-35.1239,4.0601
1.0,0.0,2.0,0.0000,-35.1239,4.0601
1.0,0.0,3.0,0.0000,-35.1239,4.0601
1.0,0.0,4.0,0.0000,-35.1239,4.0601
1.0,0.0,5.0,0.0000,-35.1239,4.0601
1.0,0.0,6.0,0.0000,-35.1239,4.0601
1.0,0.0,7.0,0.0000,-35.1239,4.0601
1.0,0.0,8.0,0.0000,-35.1239,4.0601
1.0,0.0,9.0,0.0000,-35.1239,4.0601
1.0,0.0,10.0,0.0000,-35.1239,4.0601
1.0,1.0,0.0,-8.3591,-33.4363,3.5830
1.0,1.0,1.0,-8.3591,-33.4363,3.5830
1.0,1.0,2.0,-8.3591,-33.4363,3.5830
1.0,1.0,3.0,-8.3591,-33.4363,3.5830
1.0,1.0,4.0,-8.3591,-33.4363,3.5830
1.0,1.0,5.0,-8.3591,-33.4363,3.5830
1.0,1.0,6.0,-8.3591,-33.4363,3.5830
1.0,1.0,7.0,-8.3591,-33.4363,3.5830
1.0,1.0,8.0,-8.3591,-33.4363,3.5830
1.0,1.0,9.0,-8.3591,-33.4363,3.5830
1.0,1.0,10.0,-8.3591,-33.4363,3.5830
